Bus,Time,Demand
N_102,88,84.78797924740962
N_102,89,89.27320252046742
N_102,90,94.5938413716201
N_102,91,94.20939686103253
N_102,92,90.4412430192105
N_102,93,87.59789327631992
N_102,94,82.2181466759364
N_102,95,77.92731375715931
N_102,96,74.47405231400198
N_102,97,71.1446610010901
N_102,98,67.49585356616797
N_102,99,62.91497901770222
N_102,100,59.42284850102981
N_102,101,59.37171264030898
N_102,102,62.83941542505035
N_102,103,70.39153850505367
N_102,104,77.66479576247148
N_102,105,82.05514767161982
N_102,106,82.13376103917933
N_102,107,78.9344237614194
N_102,108,78.43657657853917
N_102,109,77.13233227490765
N_102,110,76.7422701548708
N_102,111,78.52910609271156
N_102,112,80.690472920623
N_102,113,84.53518514705314
N_102,114,90.22770329487355
N_102,115,89.10393256630817
N_102,116,86.7891646111733
N_102,117,84.27218264616236
N_102,118,79.51128868069645
N_102,119,76.13000765673628
N_102,120,72.73820902537769
N_201,1,0.0
N_201,2,0.0
N_201,3,0.0
N_201,4,0.0
N_201,5,0.0
N_201,6,0.0
N_201,7,0.0
N_201,8,0.0
N_201,9,0.0
N_201,10,0.0
N_201,11,0.0
N_201,12,0.0
N_201,13,0.0
N_201,14,0.0
N_201,15,0.0
N_201,16,0.0
N_201,17,0.0
N_201,18,0.0
N_201,19,0.0
N_201,20,0.0
N_201,21,0.0
N_201,22,0.0
N_201,23,0.0
N_201,24,0.0
N_201,25,0.0
N_201,26,0.0
N_201,27,0.0
N_201,28,0.0
N_201,29,0.0
N_201,30,0.0
N_201,31,0.0
N_201,32,0.0
N_201,33,0.0
N_201,34,0.0
N_201,35,0.0
N_201,36,0.0
N_201,37,0.0
N_201,38,0.0
N_201,39,0.0
N_201,40,0.0
N_201,41,0.0
N_201,42,0.0
N_201,43,0.0
N_201,44,0.0
N_201,45,0.0
N_201,46,0.0
N_201,47,0.0
N_201,48,0.0
N_201,49,0.0
N_201,50,0.0
N_201,51,0.0
N_201,52,0.0
N_201,53,0.0
N_201,54,0.0
N_201,55,0.0
N_201,56,0.0
N_201,57,0.0
N_201,58,0.0
N_201,59,0.0
N_201,60,0.0
N_201,61,0.0
N_201,62,0.0
N_201,63,0.0
N_201,64,0.0
N_201,65,0.0
N_201,66,0.0
N_201,67,0.0
N_201,68,0.0
N_201,69,0.0
N_201,70,0.0
N_201,71,0.0
N_201,72,0.0
N_201,73,0.0
N_201,74,0.0
N_201,75,0.0
N_201,76,0.0
N_201,77,0.0
N_201,78,0.0
N_201,79,0.0
N_201,80,0.0
N_201,81,0.0
N_201,82,0.0
N_201,83,0.0
N_201,84,0.0
N_201,85,0.0
N_201,86,0.0
N_201,87,0.0
N_201,88,0.0
N_201,89,0.0
N_201,90,0.0
N_201,91,0.0
N_201,92,0.0
N_201,93,0.0
N_201,94,0.0
N_201,95,0.0
N_201,96,0.0
N_201,97,0.0
N_201,98,0.0
N_201,99,0.0
N_201,100,0.0
N_201,101,0.0
N_201,102,0.0
N_201,103,0.0
N_201,104,0.0
N_201,105,0.0
N_201,106,0.0
N_201,107,0.0
N_201,108,0.0
N_201,109,0.0
N_201,110,0.0
N_201,111,0.0
N_201,112,0.0
N_201,113,0.0
N_201,114,0.0
N_201,115,0.0
N_201,116,0.0
N_201,117,0.0
N_201,118,0.0
N_201,119,0.0
N_201,120,0.0
N_202,1,0.0
N_202,2,0.0
N_202,3,0.0
N_202,4,0.0
N_202,5,0.0
N_202,6,0.0
N_202,7,0.0
N_202,8,0.0
N_202,9,0.0
N_202,10,0.0
N_202,11,0.0
N_202,12,0.0
N_202,13,0.0
N_202,14,0.0
N_202,15,0.0
N_202,16,0.0
N_202,17,0.0
N_202,18,0.0
N_202,19,0.0
N_202,20,0.0
N_202,21,0.0
N_202,22,0.0
N_202,23,0.0
N_202,24,0.0
N_202,25,0.0
N_202,26,0.0
N_202,27,0.0
N_202,28,0.0
N_202,29,0.0
N_202,30,0.0
N_202,31,0.0
N_202,32,0.0
N_202,33,0.0
N_202,34,0.0
N_202,35,0.0
N_202,36,0.0
N_202,37,0.0
N_202,38,0.0
N_202,39,0.0
N_202,40,0.0
N_202,41,0.0
N_202,42,0.0
N_202,43,0.0
N_202,44,0.0
N_202,45,0.0
N_202,46,0.0
N_202,47,0.0
N_202,48,0.0
N_202,49,0.0
N_202,50,0.0
N_202,51,0.0
N_202,52,0.0
N_202,53,0.0
N_202,54,0.0
N_202,55,0.0
N_202,56,0.0
N_202,57,0.0
N_202,58,0.0
N_202,59,0.0
N_202,60,0.0
N_202,61,0.0
N_202,62,0.0
N_202,63,0.0
N_202,64,0.0
N_202,65,0.0
N_202,66,0.0
N_202,67,0.0
N_202,68,0.0
N_202,69,0.0
N_202,70,0.0
N_202,71,0.0
N_202,72,0.0
N_202,73,0.0
N_202,74,0.0
N_202,75,0.0
N_202,76,0.0
N_202,77,0.0
N_202,78,0.0
N_202,79,0.0
N_202,80,0.0
N_202,81,0.0
N_202,82,0.0
N_202,83,0.0
N_202,84,0.0
N_202,85,0.0
N_202,86,0.0
N_202,87,0.0
N_202,88,0.0
N_202,89,0.0
N_202,90,0.0
N_202,91,0.0
N_202,92,0.0
N_202,93,0.0
N_202,94,0.0
N_202,95,0.0
N_202,96,0.0
N_202,97,0.0
N_202,98,0.0
N_202,99,0.0
N_202,100,0.0
N_202,101,0.0
N_202,102,0.0
N_202,103,0.0
N_202,104,0.0
N_202,105,0.0
N_202,106,0.0
N_202,107,0.0
N_202,108,0.0
N_202,109,0.0
N_202,110,0.0
N_202,111,0.0
N_202,112,0.0
N_202,113,0.0
N_202,114,0.0
N_202,115,0.0
N_202,116,0.0
N_202,117,0.0
N_202,118,0.0
N_202,119,0.0
N_202,120,0.0
N_203,1,0.0
N_203,2,0.0
N_203,3,0.0
N_203,4,0.0
N_203,5,0.0
N_203,6,0.0
N_203,7,0.0
N_203,8,0.0
N_203,9,0.0
N_203,10,0.0
N_203,11,0.0
N_203,12,0.0
N_203,13,0.0
N_203,14,0.0
N_203,15,0.0
N_203,16,0.0
N_203,17,0.0
N_203,18,0.0
N_203,19,0.0
N_203,20,0.0
N_203,21,0.0
N_203,22,0.0
N_203,23,0.0
N_203,24,0.0
N_203,25,0.0
N_203,26,0.0
N_203,27,0.0
N_203,28,0.0
N_203,29,0.0
N_203,30,0.0
N_203,31,0.0
N_203,32,0.0
N_203,33,0.0
N_203,34,0.0
N_203,35,0.0
N_203,36,0.0
N_203,37,0.0
N_203,38,0.0
N_203,39,0.0
N_203,40,0.0
N_203,41,0.0
N_203,42,0.0
N_203,43,0.0
N_203,44,0.0
N_203,45,0.0
N_203,46,0.0
N_203,47,0.0
N_203,48,0.0
N_203,49,0.0
N_203,50,0.0
N_203,51,0.0
N_203,52,0.0
N_203,53,0.0
N_203,54,0.0
N_203,55,0.0
N_203,56,0.0
N_203,57,0.0
N_203,58,0.0
N_203,59,0.0
N_203,60,0.0
N_203,61,0.0
N_203,62,0.0
N_203,63,0.0
N_203,64,0.0
N_203,65,0.0
N_203,66,0.0
N_203,67,0.0
N_203,68,0.0
N_203,69,0.0
N_203,70,0.0
N_203,71,0.0
N_203,72,0.0
N_203,73,0.0
N_203,74,0.0
N_203,75,0.0
N_203,76,0.0
N_203,77,0.0
N_203,78,0.0
N_203,79,0.0
N_203,80,0.0
N_203,81,0.0
N_203,82,0.0
N_203,83,0.0
N_203,84,0.0
N_203,85,0.0
N_203,86,0.0
N_203,87,0.0
N_203,88,0.0
N_203,89,0.0
N_203,90,0.0
N_203,91,0.0
N_203,92,0.0
N_203,93,0.0
N_203,94,0.0
N_203,95,0.0
N_203,96,0.0
N_203,97,0.0
N_203,98,0.0
N_203,99,0.0
N_203,100,0.0
N_203,101,0.0
N_203,102,0.0
N_203,103,0.0
N_203,104,0.0
N_203,105,0.0
N_203,106,0.0
N_203,107,0.0
N_203,108,0.0
N_203,109,0.0
N_203,110,0.0
N_203,111,0.0
N_203,112,0.0
N_203,113,0.0
N_203,114,0.0
N_203,115,0.0
N_203,116,0.0
N_203,117,0.0
N_203,118,0.0
N_203,119,0.0
N_203,120,0.0
N_204,1,0.0
N_204,2,0.0
N_204,3,0.0
N_204,4,0.0
N_204,5,0.0
N_204,6,0.0
N_204,7,0.0
N_204,8,0.0
N_204,9,0.0
N_204,10,0.0
N_204,11,0.0
N_204,12,0.0
N_204,13,0.0
N_204,14,0.0
N_204,15,0.0
N_204,16,0.0
N_204,17,0.0
N_204,18,0.0
N_204,19,0.0
N_204,20,0.0
N_204,21,0.0
N_204,22,0.0
N_204,23,0.0
N_204,24,0.0
N_204,25,0.0
N_204,26,0.0
N_204,27,0.0
N_204,28,0.0
N_204,29,0.0
N_204,30,0.0
N_204,31,0.0
N_204,32,0.0
N_204,33,0.0
N_204,34,0.0
N_204,35,0.0
N_204,36,0.0
N_204,37,0.0
N_204,38,0.0
N_204,39,0.0
N_204,40,0.0
N_204,41,0.0
N_204,42,0.0
N_204,43,0.0
N_204,44,0.0
N_204,45,0.0
N_204,46,0.0
N_204,47,0.0
N_204,48,0.0
N_204,49,0.0
N_204,50,0.0
N_204,51,0.0
N_204,52,0.0
N_204,53,0.0
N_204,54,0.0
N_204,55,0.0
N_204,56,0.0
N_204,57,0.0
N_204,58,0.0
N_204,59,0.0
N_204,60,0.0
N_204,61,0.0
N_204,62,0.0
N_204,63,0.0
N_204,64,0.0
N_204,65,0.0
N_204,66,0.0
N_204,67,0.0
N_204,68,0.0
N_204,69,0.0
N_204,70,0.0
N_204,71,0.0
N_204,72,0.0
N_204,73,0.0
N_204,74,0.0
N_204,75,0.0
N_204,76,0.0
N_204,77,0.0
N_204,78,0.0
N_204,79,0.0
N_204,80,0.0
N_204,81,0.0
N_204,82,0.0
N_204,83,0.0
N_204,84,0.0
N_204,85,0.0
N_204,86,0.0
N_204,87,0.0
N_204,88,0.0
N_204,89,0.0
N_204,90,0.0
N_204,91,0.0
N_204,92,0.0
N_204,93,0.0
N_204,94,0.0
N_204,95,0.0
N_204,96,0.0
N_204,97,0.0
N_204,98,0.0
N_204,99,0.0
N_204,100,0.0
N_204,101,0.0
N_204,102,0.0
N_204,103,0.0
N_204,104,0.0
N_204,105,0.0
N_204,106,0.0
N_204,107,0.0
N_204,108,0.0
N_204,109,0.0
N_204,110,0.0
N_204,111,0.0
N_204,112,0.0
N_204,113,0.0
N_204,114,0.0
N_204,115,0.0
N_204,116,0.0
N_204,117,0.0
N_204,118,0.0
N_204,119,0.0
N_204,120,0.0
N_205,1,64.81303212972499
N_205,2,60.9453437883796
N_205,3,56.556907727129754
N_205,4,53.51936124420713
N_205,5,52.28816771576589
N_205,6,53.44350510355985
N_205,7,57.32948662656677
N_205,8,63.34197342976421
N_205,9,69.38765065540305
N_205,10,72.43578919993608
N_205,11,72.7689745390192
N_205,12,70.99907374859666
N_205,13,70.48720929076573
N_205,14,70.91204443467079
N_205,15,71.80727350579018
N_205,16,73.43343241843151
N_205,17,76.77506899183754
N_205,18,80.4850132640268
N_205,19,79.66467556526739
N_205,20,75.67128788685164
N_205,21,72.65781044342228
N_205,22,69.70406906250969
N_205,23,66.94111723086817
N_205,24,63.848864640761626
N_205,25,60.22656150691795
N_205,26,57.01691450432368
N_205,27,53.22383008503955
N_205,28,51.15663698991597
N_205,29,50.60493314709
N_205,30,51.45245913727999
N_205,31,54.41728382563781
N_205,32,58.59059057114882
N_205,33,63.56619030598388
N_205,34,66.3836420848715
N_205,35,66.35347885837544
N_205,36,64.93433725727895
N_205,37,64.46307124322493
N_205,38,64.68653124847388
N_205,39,66.00321663966882
N_205,40,69.04870213025089
N_205,41,74.10296595674997
N_205,42,78.70069157817595
N_205,43,79.25773733667855
N_205,44,76.0934654101658
N_205,45,72.95554046273905
N_205,46,69.06359322945679
N_205,47,65.50279474118193
N_205,48,61.984066151533504
N_205,49,58.16569261068673
N_205,50,55.132970201578416
N_205,51,51.91066086340509
N_205,52,50.518905505771016
N_205,53,50.838729158848054
N_205,54,54.4700089843962
N_205,55,61.75987162312188
N_205,56,68.09610796144963
N_205,57,70.61786375854034
N_205,58,69.94439121419167
N_205,59,68.54060805761102
N_205,60,66.97272901722263
N_205,61,65.50949430526278
N_205,62,65.64118571257029
N_205,63,68.30111039432347
N_205,64,71.34933472454973
N_205,65,76.7998697481086
N_205,66,83.15255558779688
N_205,67,83.84148971498274
N_205,68,80.04919139799699
N_205,69,76.30987211391077
N_205,70,72.04226202224466
N_205,71,68.51783239221618
N_205,72,65.76612468035886
N_205,73,63.23986869401674
N_205,74,59.70540087974962
N_205,75,55.28708271954326
N_205,76,52.20206617384193
N_205,77,52.04651032781476
N_205,78,55.62693037825198
N_205,79,62.70070520994864
N_205,80,69.4947037055587
N_205,81,73.51926997025654
N_205,82,73.67591039726818
N_205,83,72.03422409793932
N_205,84,69.82007827860737
N_205,85,69.92716883395188
N_205,86,70.13968939427825
N_205,87,71.32468897997981
N_205,88,73.48291534775501
N_205,89,77.37010885107178
N_205,90,81.98132918873743
N_205,91,81.6481439462282
N_205,92,78.38241061664911
N_205,93,75.9181741728106
N_205,94,71.25572711914488
N_205,95,67.53700525620472
N_205,96,64.54417867213505
N_205,97,61.65870620094475
N_205,98,58.49640642401224
N_205,99,54.52631514867526
N_205,100,51.49980203422584
N_205,101,51.45548428826778
N_205,102,54.4608267017103
N_205,103,61.00600003771319
N_205,104,67.30948966080862
N_205,105,71.11446131540384
N_205,106,71.1825929006221
N_205,107,68.40983392656348
N_205,108,67.97836636806727
N_205,109,66.84802130491998
N_205,110,66.50996746755469
N_205,111,68.05855861368335
N_205,112,69.93174319787327
N_205,113,73.26382712744605
N_205,114,78.19734285555708
N_205,115,77.22340822413375
N_205,116,75.21727599635021
N_205,117,73.03589162667406
N_205,118,68.90978352327026
N_205,119,65.97933996917145
N_205,120,63.03978115532733
N_206,1,21.604344043241664
N_206,2,20.315114596126534
N_206,3,18.852302575709913
N_206,4,17.839787081402374
N_206,5,17.429389238588627
N_206,6,17.814501701186618
N_206,7,19.109828875522254
N_206,8,21.113991143254736
N_206,9,23.129216885134348
N_206,10,24.14526306664536
N_206,11,24.25632484633973
N_206,12,23.666357916198884
N_206,13,23.495736430255246
N_206,14,23.63734814489026
N_206,15,23.93575783526339
N_206,16,24.477810806143836
N_206,17,25.59168966394585
N_206,18,26.8283377546756
N_206,19,26.55489185508913
N_206,20,25.22376262895055
N_206,21,24.21927014780742
N_206,22,23.234689687503227
N_206,23,22.313705743622723
N_206,24,21.282954880253875
N_206,25,20.07552050230598
N_206,26,19.00563816810789
N_206,27,17.741276695013184
N_206,28,17.05221232997199
N_206,29,16.868311049029998
N_206,30,17.15081971242666
N_206,31,18.13909460854594
N_206,32,19.530196857049607
N_206,33,21.188730101994626
N_206,34,22.12788069495717
N_206,35,22.117826286125144
N_206,36,21.644779085759648
N_206,37,21.48769041440831
N_206,38,21.562177082824626
N_206,39,22.00107221322294
N_206,40,23.01623404341696
N_206,41,24.700988652249986
N_206,42,26.233563859391978
N_206,43,26.41924577889285
N_206,44,25.364488470055264
N_206,45,24.318513487579686
N_206,46,23.02119774315226
N_206,47,21.834264913727306
N_206,48,20.6613553838445
N_206,49,19.388564203562243
N_206,50,18.377656733859475
N_206,51,17.30355362113503
N_206,52,16.839635168590338
N_206,53,16.946243052949352
N_206,54,18.156669661465397
N_206,55,20.58662387437396
N_206,56,22.69870265381654
N_206,57,23.539287919513445
N_206,58,23.314797071397223
N_206,59,22.84686935253701
N_206,60,22.324243005740875
N_206,61,21.83649810175426
N_206,62,21.88039523752343
N_206,63,22.767036798107824
N_206,64,23.78311157484991
N_206,65,25.59995658270287
N_206,66,27.717518529265625
N_206,67,27.94716323832758
N_206,68,26.68306379933233
N_206,69,25.43662403797026
N_206,70,24.01408734074822
N_206,71,22.839277464072058
N_206,72,21.922041560119624
N_206,73,21.07995623133891
N_206,74,19.901800293249874
N_206,75,18.429027573181084
N_206,76,17.40068872461397
N_206,77,17.34883677593825
N_206,78,18.54231012608399
N_206,79,20.900235069982877
N_206,80,23.164901235186235
N_206,81,24.506423323418844
N_206,82,24.558636799089392
N_206,83,24.011408032646433
N_206,84,23.273359426202454
N_206,85,23.309056277983956
N_206,86,23.37989646475942
N_206,87,23.774896326659935
N_206,88,24.494305115918337
N_206,89,25.790036283690586
N_206,90,27.32710972957914
N_206,91,27.216047982076066
N_206,92,26.127470205549702
N_206,93,25.306058057603536
N_206,94,23.75190903971496
N_206,95,22.512335085401574
N_206,96,21.514726224045017
N_206,97,20.552902066981584
N_206,98,19.498802141337414
N_206,99,18.175438382891752
N_206,100,17.166600678075277
N_206,101,17.151828096089258
N_206,102,18.153608900570102
N_206,103,20.3353333459044
N_206,104,22.436496553602872
N_206,105,23.704820438467948
N_206,106,23.727530966874028
N_206,107,22.80327797552116
N_206,108,22.659455456022425
N_206,109,22.28267376830666
N_206,110,22.169989155851564
N_206,111,22.686186204561114
N_206,112,23.310581065957756
N_206,113,24.421275709148684
N_206,114,26.065780951852357
N_206,115,25.741136074711246
N_206,116,25.072425332116733
N_206,117,24.34529720889135
N_206,118,22.969927841090087
N_206,119,21.99311332305715
N_206,120,21.01326038510911
N_207,1,312.4320523176487
N_207,2,293.7878110824453
N_207,3,272.6332987871896
N_207,4,257.9907670233574
N_207,5,252.055782834974
N_207,6,257.6251015248526
N_207,7,276.3575252767834
N_207,8,305.34079499476087
N_207,9,334.48405956963524
N_207,10,349.177650502256
N_207,11,350.783774700913
N_207,12,342.2519452496454
N_207,13,339.7844960683066
N_207,14,341.8324193261053
N_207,15,346.14788254073216
N_207,16,353.98680242731086
N_207,17,370.0952043709092
N_207,18,387.97903829838566
N_207,19,384.0245899043659
N_207,20,364.7744134032849
N_207,21,350.24790675290734
N_207,22,336.009358557739
N_207,23,322.6905138308517
N_207,24,307.7842705759791
N_207,25,290.32291187950193
N_207,26,274.8507673541757
N_207,27,256.5661552817291
N_207,28,246.6012244642103
N_207,29,243.94172901674153
N_207,30,248.02723891817018
N_207,31,262.319214338972
N_207,32,282.43669300964046
N_207,33,306.4216353211531
N_207,34,320.00319774245753
N_207,35,319.8577955224252
N_207,36,313.01680524021646
N_207,37,310.7450613775971
N_207,38,311.82225319777154
N_207,39,318.1693520066087
N_207,40,332.85015385864534
N_207,41,357.2142974325383
N_207,42,379.3776927358225
N_207,43,382.0629389562966
N_207,44,366.8095255669531
N_207,45,351.6831181280755
N_207,46,332.9219365932789
N_207,47,315.75706182928724
N_207,48,298.79498555098206
N_207,49,280.38846694382323
N_207,50,265.7691896896601
N_207,51,250.23600621333736
N_207,52,243.52703166884487
N_207,53,245.068745688806
N_207,54,262.5733766427304
N_207,55,297.71425295248497
N_207,56,328.2581614551931
N_207,57,340.4143176052714
N_207,58,337.1678345709753
N_207,59,330.4008798674583
N_207,60,322.8428988522527
N_207,61,315.7893571638308
N_207,62,316.4241772811081
N_207,63,329.24637831109777
N_207,64,343.9403827747526
N_207,65,370.2147567344723
N_207,66,400.8379602693799
N_207,67,404.15897606196813
N_207,68,385.8781534057291
N_207,69,367.8527168568007
N_207,70,347.28064769697426
N_207,71,330.2910894804267
N_207,72,317.0264471771145
N_207,73,304.84859780705506
N_207,74,287.8106503946905
N_207,75,266.51209105831106
N_207,76,251.6407292482636
N_207,77,250.89087029818393
N_207,78,268.1503310541377
N_207,79,302.2495533197524
N_207,80,335.00011017038554
N_207,81,354.40058344636486
N_207,82,355.1556706329851
N_207,83,347.24190077981
N_207,84,336.5685824712355
N_207,85,337.0848138662295
N_207,86,338.10927195190544
N_207,87,343.82157764708217
N_207,88,354.2253355225114
N_207,89,372.9636016410639
N_207,90,395.1920483969907
N_207,91,393.58592466386926
N_207,92,377.8434152802572
N_207,93,365.96453190995885
N_207,94,343.48914611280094
N_207,95,325.56299969657664
N_207,96,311.13604077849715
N_207,97,297.2265837378875
N_207,98,281.98267712087954
N_207,99,262.8448012295115
N_207,100,248.25545595985787
N_207,101,248.04182169729086
N_207,102,262.52911333132147
N_207,103,294.0802053100021
N_207,104,324.4662578521031
N_207,105,342.80817249476723
N_207,106,343.13660167479367
N_207,107,329.77048149215216
N_207,108,327.6905865947858
N_207,109,322.2417437262809
N_207,110,320.612150869238
N_207,111,328.07715434288383
N_207,112,337.10686464615833
N_207,113,353.16921794768865
N_207,114,376.9512937652495
N_207,115,372.2564293881319
N_207,116,362.5858432644574
N_207,117,352.0704519439672
N_207,118,332.18049493268745
N_207,119,318.05425421036495
N_207,120,303.8840732615779
N_208,1,34.89932499292885
N_208,2,32.81672357835825
N_208,3,30.453719545377556
N_208,4,28.818117593034614
N_208,5,28.15516723156625
N_208,6,28.777271978839924
N_208,7,30.869723568151336
N_208,8,34.10721646218073
N_208,9,37.36258112214011
N_208,10,39.003886492273274
N_208,11,39.183293982548804
N_208,12,38.23027048001358
N_208,13,37.954651156566165
N_208,14,38.18340854174581
N_208,15,38.66545496465625
N_208,16,39.541078994540044
N_208,17,41.34042176483561
N_208,18,43.33808406524521
N_208,19,42.896363765913215
N_208,20,40.74607809292012
N_208,21,39.123436392612
N_208,22,37.5329602644283
N_208,23,36.04521697046748
N_208,24,34.38015788348703
N_208,25,32.429686965263514
N_208,26,30.701415502328132
N_208,27,28.658985430405917
N_208,28,27.545881456108603
N_208,29,27.248810156125383
N_208,30,27.705170304689222
N_208,31,29.301614367651133
N_208,32,31.54877953831091
N_208,33,34.22794862629902
N_208,34,35.74503804570004
N_208,35,35.728796308356
N_208,36,34.96464313853482
N_208,37,34.710884515582656
N_208,38,34.83120913379363
N_208,39,35.54019357520629
N_208,40,37.1800703778274
N_208,41,39.901597053634596
N_208,42,42.37729546517166
N_208,43,42.67724318128845
N_208,44,40.973404451627744
N_208,45,39.2837525568595
N_208,46,37.1880886620152
N_208,47,35.27073562986719
N_208,48,33.376035620056506
N_208,49,31.319988328831318
N_208,50,29.686983954696075
N_208,51,27.95189431106428
N_208,52,27.202487580030546
N_208,53,27.374700316302803
N_208,54,29.3300048377518
N_208,55,33.255315489373324
N_208,56,36.667135056165186
N_208,57,38.025003562290955
N_208,58,37.66236449994937
N_208,59,36.90648126179055
N_208,60,36.062238701581414
N_208,61,35.27434308744919
N_208,62,35.34525384523016
N_208,63,36.7775209815588
N_208,64,38.41887254398833
N_208,65,41.35377601821233
N_208,66,44.77445300881371
N_208,67,45.14541753883687
N_208,68,43.103410752767616
N_208,69,41.08993113825966
N_208,70,38.791987242747126
N_208,71,36.89421744196256
N_208,72,35.41252867403939
N_208,73,34.052236989085934
N_208,74,32.14906201217288
N_208,75,29.769967618215603
N_208,76,28.108804862837957
N_208,77,28.02504402266949
N_208,78,29.952962511366447
N_208,79,33.76191818997234
N_208,80,37.42022507222392
N_208,81,39.58729921475353
N_208,82,39.671644060067486
N_208,83,38.78765912965963
N_208,84,37.595426765403964
N_208,85,37.65309091058947
N_208,86,37.76752505845752
N_208,87,38.40560175845067
N_208,88,39.567723648791166
N_208,89,41.6608278428848
N_208,90,44.14379264008939
