Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2023,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3645827729884403,15.84950417523305,30.32002687360755,39.18109022932385,49.57333712701505,42.268796239596654,37.311259996296,29.0023173013426,24.019913641002198,7.038845758546625,0.1085348761162545,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.321115898411095,22.62708325045785,48.697575752385305,66.00039595827074,76.6120480359324,70.9589708207602,62.9680233686215,52.552325801639654,38.440461636843146,11.68478000693569,0.109618437213898,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.432641394249506,50.23035146239645,94.54784003949251,110.0149911740885,118.7849253201295,112.658486954873,95.52155487440746,74.00628548832191,48.201217146156594,16.041299811490294,0.1168391616150835,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.084031927005114,50.95179486616905,79.1837319377964,77.56803974601874,88.43683873872895,82.5712226284005,65.0625259222169,56.328921310518396,33.3662966264588,13.952259809686215,0.1185089515302305,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.374590784708083,38.8466690112472,65.05361898863396,75.59812749432359,73.9260664961885,81.4465153555922,64.4268410364373,63.52282365707805,53.034405768733,23.55466923613335,0.076410938065976,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63850463110146,84.50871892591584,140.69900173259902,151.97696075210752,169.6648418189505,157.541404716778,151.596285479258,138.1808083384455,117.1251726761302,31.59268584180635,0.110112860879975,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.003067599030036425,27.749993822421786,135.9906030766445,199.6077252043795,205.073997645075,211.78218766887898,207.6366806489995,191.1465268199525,158.3413974501505,100.2811390280288,39.28623795216275,0.0654322075410355,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0055586999700201,26.265775795944688,130.4799111683125,189.36722049340398,208.0100733734505,215.245174147765,208.96240039393348,180.8668825303175,160.3492201248315,104.50665821973215,38.52218563808475,0.1303726102845145,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53541335434833,78.23391004497759,125.723035153951,148.1653917088835,142.6298042906505,151.1359699303805,134.9490737095005,135.63558514966098,94.51516709546209,31.51637229792695,0.03039740923216775,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.572195683400114,108.1000693174221,163.079539792273,173.200402805286,176.852638229357,167.9457829642525,153.417678620017,121.4128096773035,78.9552644418822,27.728827966461253,0.004434325254191345,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95397887917735,72.9471500207765,107.08728896258779,153.0913097758205,186.9934823604325,175.51077847464,145.308105962763,113.702234542273,81.0118273195108,20.817477531592846,0.0681008085963875,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0052534849440028,19.80656734369983,94.57447409420544,141.858603254144,138.46883856006548,173.15312441668698,160.1719916412515,131.69190012272952,111.1811204918428,72.0608595461308,25.77714987926675,0.155899810685626,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.078912540469485,89.4302675257413,146.6404123316695,170.67690911886,184.4616850199675,183.38856437514448,170.3244548174925,158.24827201891048,137.091697409691,49.08231259989775,0.1314691871903015,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.00077399190488691,29.720355844840544,145.30923645651652,213.5373668710695,228.1248150207585,231.685260639398,231.32357403059302,230.165698372006,214.37030869138903,168.5988383452305,56.492321460629746,0.115229057323631,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0053695416496394,16.352879990802208,69.0944112555249,125.80211186307449,153.631803889303,173.9429249931005,159.401300455506,176.071388757229,136.817382663056,95.45259216648199,40.271621138220404,0.1943024825650895,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0058668483683118,28.04783395180159,133.15001876386,189.4605628180605,214.894456137498,216.68830157160448,215.8977754941355,212.264773634883,176.30723994260302,122.19364572118249,38.5161995382265,0.059761297031832,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.003509870547934725,30.47217514173051,127.778947161177,194.03363961983052,222.185812076085,231.46255059026902,222.5489980690455,197.2827094866215,174.658060334806,110.297325237989,42.765967836950345,0.2318655627372575,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.518638008362416,116.82236370138506,175.2397535986645,190.7724384136445,186.9769802835075,151.527683615119,119.497027590903,113.6177153794855,73.21786642227765,27.367528027781802,0.17580358237742,0.0,0.0,0.0,0.0,0.0,0.0
